11.03.2023; at 1:35:04 AM; with access level ;5; at type ;46; CIVIC 1st LH DOM SLL3; parameter for setpoint camers mgg threshold angel set; mgg_threshold_angel; changed to the value ;12 ;[°] ;user name: ;OperadorZF
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 16 max value; Ch1_R1075; changed to the value ;5.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 17 max value; Ch1_R1076; changed to the value ;9 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 18 max value; Ch1_R1077; changed to the value ;10.5 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 19 max value; Ch1_R1078; changed to the value ;11 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 20 max value; Ch1_R1079; changed to the value ;11 ;[kN] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 1 min value; Ch1_R1100; changed to the value ;-0.03 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 3 min value; Ch1_R1102; changed to the value ;0.015 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 4 min value; Ch1_R1103; changed to the value ;0.03 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 5 min value; Ch1_R1104; changed to the value ;0.04 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 6 min value; Ch1_R1105; changed to the value ;0.04 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 7 min value; Ch1_R1106; changed to the value ;0.06 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 8 min value; Ch1_R1107; changed to the value ;0.1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 9 min value; Ch1_R1108; changed to the value ;0.33 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 10 min value; Ch1_R1109; changed to the value ;0.55 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 11 min value; Ch1_R1110; changed to the value ;0.55 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 12 min value; Ch1_R1111; changed to the value ;0.6 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 13 min value; Ch1_R1112; changed to the value ;0.67 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 14 min value; Ch1_R1113; changed to the value ;0.83 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 15 min value; Ch1_R1114; changed to the value ;0.87 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 16 min value; Ch1_R1115; changed to the value ;0.87 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 17 min value; Ch1_R1116; changed to the value ;1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 18 min value; Ch1_R1117; changed to the value ;1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 19 min value; Ch1_R1118; changed to the value ;1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 20 min value; Ch1_R1119; changed to the value ;1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 1 max value; Ch1_R1140; changed to the value ;0.03 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 2 max value; Ch1_R1141; changed to the value ;0.06 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 3 max value; Ch1_R1142; changed to the value ;0.07 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 4 max value; Ch1_R1143; changed to the value ;0.08 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 5 max value; Ch1_R1144; changed to the value ;0.1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 6 max value; Ch1_R1145; changed to the value ;0.1 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 7 max value; Ch1_R1146; changed to the value ;0.2 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 8 max value; Ch1_R1147; changed to the value ;0.46 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 9 max value; Ch1_R1148; changed to the value ;0.87 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 10 max value; Ch1_R1149; changed to the value ;1.25 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 11 max value; Ch1_R1150; changed to the value ;1.25 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 12 max value; Ch1_R1151; changed to the value ;1.3 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 13 max value; Ch1_R1152; changed to the value ;1.4 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 14 max value; Ch1_R1153; changed to the value ;1.57 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 15 max value; Ch1_R1154; changed to the value ;1.6 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 16 max value; Ch1_R1155; changed to the value ;1.6 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 17 max value; Ch1_R1156; changed to the value ;1.9 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 18 max value; Ch1_R1157; changed to the value ;1.9 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 19 max value; Ch1_R1158; changed to the value ;1.9 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 20 max value; Ch1_R1159; changed to the value ;1.9 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope monitoring friction 1 selection; Ch1_R1201; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope monitoring friction 2 selection; Ch1_R1202; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope monitoring upsetting 1 selection; Ch1_R1203; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope monitoring upsetting 2 selection; Ch1_R1204; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope monitoring total selection; Ch1_R1205; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope monitoring friction 1 selection; Ch1_R1206; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope monitoring friction 2 selection; Ch1_R1207; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope monitoring upsetting 1 selection; Ch1_R1208; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope monitoring upsetting 2 selection; Ch1_R1209; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope monitoring total selection; Ch1_R1210; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 2 time; Ch1_R1301; changed to the value ;13 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 3 time; Ch1_R1302; changed to the value ;22 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 4 time; Ch1_R1303; changed to the value ;30 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 5 time; Ch1_R1304; changed to the value ;38 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 7 time; Ch1_R1306; changed to the value ;16 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 8 time; Ch1_R1307; changed to the value ;70 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 9 time; Ch1_R1308; changed to the value ;120 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 10 time; Ch1_R1309; changed to the value ;290 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 12 time; Ch1_R1311; changed to the value ;12 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 13 time; Ch1_R1312; changed to the value ;18 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 14 time; Ch1_R1313; changed to the value ;30 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 15 time; Ch1_R1314; changed to the value ;38 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 17 time; Ch1_R1316; changed to the value ;12 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 18 time; Ch1_R1317; changed to the value ;28 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 19 time; Ch1_R1318; changed to the value ;75 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for force envelope point 20 time; Ch1_R1319; changed to the value ;250 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 2 time; Ch1_R1381; changed to the value ;10 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 3 time; Ch1_R1382; changed to the value ;15 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 4 time; Ch1_R1383; changed to the value ;20 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 5 time; Ch1_R1384; changed to the value ;28 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 7 time; Ch1_R1386; changed to the value ;30 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 8 time; Ch1_R1387; changed to the value ;100 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 9 time; Ch1_R1388; changed to the value ;210 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 10 time; Ch1_R1389; changed to the value ;302 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 12 time; Ch1_R1391; changed to the value ;12 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 13 time; Ch1_R1392; changed to the value ;22 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 14 time; Ch1_R1393; changed to the value ;38 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 15 time; Ch1_R1394; changed to the value ;42 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for shortness envelope point 17 time; Ch1_R1396; changed to the value ;28 ;[ms] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis02_Position_limit_minus; Axis02_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis03_Position_limit_minus; Axis03_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis05_Position_limit_minus; Axis05_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis05_Position_limit_plus; Axis05_Position_limit_plus; changed to the value ;100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis06_Position_limit_minus; Axis06_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis06_Position_limit_plus; Axis06_Position_limit_plus; changed to the value ;100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis07_Position_limit_plus; Axis07_Position_limit_plus; changed to the value ;100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis08_Position_limit_minus; Axis08_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis09_Position_limit_minus; Axis09_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis11_Position_limit_minus; Axis11_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis11_Position_limit_plus; Axis11_Position_limit_plus; changed to the value ;100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis12_Position_limit_minus; Axis12_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis12_Position_limit_plus; Axis12_Position_limit_plus; changed to the value ;100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for breaking and upsetting 1 shortness monitoring selection; Ch1_R0575; changed to the value ;1 ; ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for breaking and upsetting 1 shortness monitoring max value; Ch1_R0576; changed to the value ;1.2 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for breaking and upsetting 1 shortness monitoring min value; Ch1_R0577; changed to the value ;0.7 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis13_Position_limit_minus; Axis13_Position_limit_minus; changed to the value ;-100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:00 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for Axis13_Position_limit_plus; Axis13_Position_limit_plus; changed to the value ;100000000 ;[mm] ;user name: ;
11.03.2023; at 1:07:01 PM; with access level ;0; at type ;45; CIVIC 1st LH DOM SLL3; parameter for mgg angle offset; Ch1_R0185; changed to the value ;181 ;[degree] ;user name: ;
11.03.2023; at 1:10:48 PM; with access level ;2; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 1: set value force; Ch1_R0135; changed to the value ;10 ;[kN] ;user name: ;ZapataF
11.03.2023; at 1:10:51 PM; with access level ;2; at type ;45; CIVIC 1st LH DOM SLL3; parameter for friction 2: set value force; Ch1_R0145; changed to the value ;6 ;[kN] ;user name: ;ZapataF
11.03.2023; at 1:10:53 PM; with access level ;2; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 1: set value force; Ch1_R0155; changed to the value ;10 ;[kN] ;user name: ;ZapataF
11.03.2023; at 1:10:55 PM; with access level ;2; at type ;45; CIVIC 1st LH DOM SLL3; parameter for upsetting 2: set value force; Ch1_R0165; changed to the value ;10 ;[kN] ;user name: ;ZapataF
